Delta Mass,USI,Charge,Cosine,Matching Peaks,Dataset,Status
0,mzspec:MSV000082074:G73659_5x_BC7_01_18290:scan:83,1,0.97,4,MSV000082074,NoID
-0.99,mzspec:MSV000082971:Urine20_Top10_POS:scan:4452,1,0.97,2,MSV000082971,NoID
-0.99,mzspec:MSV000083538:Urine_StrokeDrugs_17_T10_POS:scan:5584,1,0.97,2,MSV000083538,NoID
-0.99,mzspec:MSV000083526:Urine_StrokeDrugs_17_T10_POS:scan:5584,1,0.97,2,MSV000083526,NoID
0,mzspec:MSV000084900:G73659_5x_BC7_01_18290:scan:83,1,0.97,4,MSV000084900,NoID
-0.99,mzspec:MSV000083538:Urine_StrokeDrugs_08_T10_POS:scan:5728,1,0.97,2,MSV000083538,NoID
-0.99,mzspec:MSV000083538:Urine_StrokeDrugs_28_T10_POS:scan:5852,1,0.97,2,MSV000083538,NoID
-0.99,mzspec:MSV000083526:Urine_StrokeDrugs_28_T10_POS:scan:5852,1,0.97,2,MSV000083526,NoID
-0.99,mzspec:MSV000081022:Urine_61_Top10_POS:scan:4334,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_20_Top10_POS:scan:4452,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_61_Top10_POS:scan:4334,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_95_Top10_posneg_pos:scan:3204,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_95_Top10_posneg_pos:scan:3204,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_20_Top10_POS:scan:4452,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000082971:Urine61_Top10_POS:scan:4334,1,0.97,2,MSV000082971,NoID
0,mzspec:MSV000081657:G73659_5x_BC7_01_18290:scan:83,1,0.97,4,MSV000081657,NoID
-0.99,mzspec:MSV000082971:Urine_95_Top10_posneg:scan:3204,1,0.97,2,MSV000082971,NoID
-0.99,mzspec:MSV000083526:Urine_StrokeDrugs_08_T10_POS:scan:5728,1,0.97,2,MSV000083526,NoID
-0.99,mzspec:MSV000083540:Urine_95_Top10_posneg:scan:3204,1,0.97,2,MSV000083540,NoID
-0.99,mzspec:MSV000083528:Urine_95_Top10_posneg:scan:3204,1,0.97,2,MSV000083528,NoID
0,mzspec:MSV000083010:G73659_5x_BC7_01_18290:scan:83,1,0.97,4,MSV000083010,NoID
-0.99,mzspec:MSV000081118:Urine_StrokeDrugs_08_T10_POS:scan:5728,1,0.97,2,MSV000081118,NoID
-0.99,mzspec:MSV000081022:Urine_87_fullscan1_pos:scan:3355,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_87_fullscan1_pos:scan:3355,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_91_Top10_POS:scan:4492,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_91_Top10_POS:scan:4492,1,0.97,2,MSV000081022,NoID
-0.99,mzspec:MSV000082971:Urine91_Top10_POS:scan:4492,1,0.97,2,MSV000082971,NoID
0,mzspec:MSV000081657:G73659_5x_BC7_01_18290:scan:83,1,0.97,4,MSV000081657,NoID
-0.99,mzspec:MSV000081118:Urine_StrokeDrugs_17_T10_POS:scan:5584,1,0.97,2,MSV000081118,NoID
-0.99,mzspec:MSV000081118:Urine_StrokeDrugs_28_T10_POS:scan:5852,1,0.97,2,MSV000081118,NoID
0,mzspec:MSV000081657:G72656_5x_BE3_01_18314:scan:78,1,0.97,4,MSV000081657,NoID
0,mzspec:MSV000082074:G72656_5x_BE3_01_18314:scan:78,1,0.97,4,MSV000082074,NoID
0,mzspec:MSV000083010:G72656_5x_BE3_01_18314:scan:78,1,0.97,4,MSV000083010,NoID
0,mzspec:MSV000081657:G72656_5x_BE3_01_18314:scan:78,1,0.97,4,MSV000081657,NoID
0,mzspec:MSV000084900:G72656_5x_BE3_01_18314:scan:78,1,0.97,4,MSV000084900,NoID
-0.99,mzspec:MSV000083526:Urine_StrokeDrugs_38_T10_POS:scan:5947,1,0.96,2,MSV000083526,NoID
0,mzspec:MSV000081657:G72656_5x_BE3_01_18314:scan:85,1,0.96,4,MSV000081657,NoID
0,mzspec:MSV000082074:G72656_5x_BE3_01_18314:scan:85,1,0.96,4,MSV000082074,NoID
0,mzspec:MSV000081657:G73659_5x_BC7_01_18290:scan:77,1,0.96,4,MSV000081657,NoID
0,mzspec:MSV000084900:G72656_5x_BE3_01_18314:scan:85,1,0.96,4,MSV000084900,NoID
0.04,mzspec:MSV000080930:Mouse 22 Dorsal skin EtOH RESV POS:scan:298,1,0.96,2,MSV000080930,NoID
-0.99,mzspec:MSV000081118:Urine_StrokeDrugs_53_T10_POS:scan:5696,1,0.96,3,MSV000081118,NoID
0.04,mzspec:MSV000080930:Mouse 23 Dorsal skin EtOH RESV POS:scan:302,1,0.96,2,MSV000080930,NoID
0.04,mzspec:MSV000080930:Mouse 15 Dorsal skin CMC control POS:scan:300,1,0.96,2,MSV000080930,NoID
0.04,mzspec:MSV000080930:Mouse 3 Dorsal skin HO control POS:scan:306,1,0.96,2,MSV000080930,NoID
0.04,mzspec:MSV000080930:Mouse 12 Dorsal skin Ma RESV POS:scan:298,1,0.96,2,MSV000080930,NoID
0.04,mzspec:MSV000080930:Mouse 18 Dorsal skin CMC RESV POS:scan:302,1,0.96,2,MSV000080930,NoID
0,mzspec:MSV000083010:G72656_5x_BE3_01_18314:scan:85,1,0.96,4,MSV000083010,NoID
0,mzspec:MSV000082074:G72668_5x_BH6_01_18404:scan:78,1,0.96,4,MSV000082074,NoID
0,mzspec:MSV000084900:G72668_5x_BH6_01_18404:scan:78,1,0.96,4,MSV000084900,NoID
0,mzspec:MSV000084900:G73649_5x_BA8_01_18263:scan:84,1,0.96,4,MSV000084900,NoID
0,mzspec:MSV000084900:G73659_5x_BC7_01_18290:scan:77,1,0.96,4,MSV000084900,NoID
0,mzspec:MSV000082074:G73649_5x_BA8_01_18263:scan:84,1,0.96,4,MSV000082074,NoID
0,mzspec:MSV000089491:amidation_C4_0_BA3_01_63074:scan:134,1,0.96,4,MSV000089491,NoID
0,mzspec:MSV000081657:G72668_5x_BH6_01_18404:scan:78,1,0.96,4,MSV000081657,NoID
0,mzspec:MSV000081657:G73649_5x_BA8_01_18263:scan:84,1,0.96,4,MSV000081657,NoID
0,mzspec:MSV000081657:G72668_5x_BH6_01_18404:scan:78,1,0.96,4,MSV000081657,NoID
0,mzspec:MSV000082074:G73659_5x_BC7_01_18290:scan:77,1,0.96,4,MSV000082074,NoID
0,mzspec:MSV000081657:G73649_5x_BA8_01_18263:scan:84,1,0.96,4,MSV000081657,NoID
-0.99,mzspec:MSV000081118:Urine_StrokeDrugs_38_T10_POS:scan:5947,1,0.96,2,MSV000081118,NoID
0,mzspec:MSV000083010:G72668_5x_BH6_01_18404:scan:78,1,0.96,4,MSV000083010,NoID
0,mzspec:MSV000083010:G73649_5x_BA8_01_18263:scan:84,1,0.96,4,MSV000083010,NoID
-0.99,mzspec:MSV000083538:Urine_StrokeDrugs_38_T10_POS:scan:5947,1,0.96,2,MSV000083538,NoID
0,mzspec:MSV000081657:G72656_5x_BE3_01_18314:scan:85,1,0.96,4,MSV000081657,NoID
0,mzspec:MSV000081657:G73659_5x_BC7_01_18290:scan:77,1,0.96,4,MSV000081657,NoID
0,mzspec:MSV000084900:G86734_1x_BD7_01_23172:scan:81,1,0.96,4,MSV000084900,NoID
-0.99,mzspec:MSV000083538:Urine_StrokeDrugs_53_T10_POS:scan:5696,1,0.96,3,MSV000083538,NoID
-0.99,mzspec:MSV000082388:Solvent_Blank_11_BC1_01_32054:scan:42,1,0.96,4,MSV000082388,NoID
-0.99,mzspec:MSV000083014:Solvent_Blank_11_BC1_01_32054:scan:42,1,0.96,4,MSV000083014,NoID
0,mzspec:MSV000083010:G73659_5x_BC7_01_18290:scan:77,1,0.96,4,MSV000083010,NoID
0,mzspec:MSV000083010:G86734_1x_BD7_01_23172:scan:81,1,0.96,4,MSV000083010,NoID
0,mzspec:MSV000082074:G86734_1x_BD7_01_23172:scan:81,1,0.96,4,MSV000082074,NoID
-0.99,mzspec:MSV000083526:Urine_StrokeDrugs_53_T10_POS:scan:5696,1,0.96,3,MSV000083526,NoID
0,mzspec:MSV000083010:G86807_1x_BF8_01_23204:scan:77,1,0.96,4,MSV000083010,NoID
0,mzspec:MSV000082074:G86807_1x_BF8_01_23204:scan:77,1,0.96,4,MSV000082074,NoID
0,mzspec:MSV000084900:G86807_1x_BF8_01_23204:scan:77,1,0.96,4,MSV000084900,NoID
-0.99,mzspec:MSV000081118:Urine_StrokeDrugs_08_T10_POS:scan:5845,1,0.95,3,MSV000081118,NoID
-0.99,mzspec:MSV000083538:Urine_StrokeDrugs_02_T10_POS:scan:5790,1,0.95,3,MSV000083538,NoID
-1,mzspec:MSV000081022:Urine_22_Top10_posneg_pos:scan:3150,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_66_Top10_posneg_pos:scan:3221,1,0.95,3,MSV000081022,NoID
-1,mzspec:MSV000081022:Urine_22_Top10_posneg_pos:scan:3150,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081118:Urine_StrokeDrugs_51_T10_POS:scan:5838,1,0.95,3,MSV000081118,NoID
-0.99,mzspec:MSV000081022:Urine_74_Top10_posneg_pos:scan:3276,1,0.95,3,MSV000081022,NoID
-1,mzspec:MSV000081160:G4_LV1_CV0465:scan:1530,1,0.95,2,MSV000081160,NoID
-0.99,mzspec:MSV000081022:Urine_14_Top10_posneg_pos:scan:3251,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000083528:Urine_23_Top10_posneg:scan:3249,1,0.95,3,MSV000083528,NoID
-0.99,mzspec:MSV000081022:Urine_74_Top10_posneg_pos:scan:3276,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_88_Top10_posneg_pos:scan:3310,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_87_Top10_POS:scan:4516,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000083540:Urine_23_Top10_posneg:scan:3249,1,0.95,3,MSV000083540,NoID
-0.99,mzspec:MSV000083526:Urine_StrokeDrugs_02_T10_POS:scan:5790,1,0.95,3,MSV000083526,NoID
-0.99,mzspec:MSV000081022:Urine_20_Top10_posneg_pos:scan:3270,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_66_Top10_posneg_pos:scan:3221,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081118:Pooled_Urine_StrokeDrugs_24_POS:scan:5627,1,0.95,3,MSV000081118,NoID
-0.99,mzspec:MSV000081022:Urine_87_Top10_POS:scan:4516,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000083540:Urine_101_Top10_posneg:scan:3210,1,0.95,3,MSV000083540,NoID
-0.99,mzspec:MSV000083528:Urine_101_Top10_posneg:scan:3210,1,0.95,3,MSV000083528,NoID
-0.99,mzspec:MSV000082971:Urine_88_Top10_posneg:scan:3310,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000082971:Urine_23_Top10_posneg:scan:3249,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000082971:Urine_101_Top10_posneg:scan:3210,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000081022:Urine_101_Top10_posneg_pos:scan:3210,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081118:Urine_StrokeDrugs_02_T10_POS:scan:5790,1,0.95,3,MSV000081118,NoID
-0.99,mzspec:MSV000081022:Urine_101_Top10_posneg_pos:scan:3210,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_14_Top10_posneg_pos:scan:3251,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000083540:Urine_66_Top10_posneg:scan:3221,1,0.95,3,MSV000083540,NoID
-0.99,mzspec:MSV000081022:Urine_20_Top10_posneg_pos:scan:3270,1,0.95,3,MSV000081022,NoID
-1,mzspec:MSV000083540:Urine_22_Top10_posneg:scan:3150,1,0.95,3,MSV000083540,NoID
-0.99,mzspec:MSV000083540:Urine_88_Top10_posneg:scan:3310,1,0.95,3,MSV000083540,NoID
-0.99,mzspec:MSV000081022:Urine_23_Top10_posneg_pos:scan:3249,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000082971:Urine_74_Top10_posneg:scan:3276,1,0.95,3,MSV000082971,NoID
0,mzspec:MSV000084900:G87337_RC10_01_26106:scan:73,1,0.95,3,MSV000084900,NoID
0,mzspec:MSV000082069:G87337_RC10_01_26106:scan:73,1,0.95,3,MSV000082069,NoID
-0.99,mzspec:MSV000082971:Urine_14_Top10_posneg:scan:3251,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000083528:Urine_20_Top10_posneg:scan:3270,1,0.95,3,MSV000083528,NoID
-0.99,mzspec:MSV000083528:Urine_88_Top10_posneg:scan:3310,1,0.95,3,MSV000083528,NoID
-0.99,mzspec:MSV000083540:Urine_20_Top10_posneg:scan:3270,1,0.95,3,MSV000083540,NoID
-0.99,mzspec:MSV000082612:GIMap_P3_SI_Aq-Org_Mixed_H10:scan:152,1,0.95,4,MSV000082612,NoID
-0.99,mzspec:MSV000083526:Urine_StrokeDrugs_08_T10_POS:scan:5845,1,0.95,3,MSV000083526,NoID
-0.99,mzspec:MSV000083540:Urine_74_Top10_posneg:scan:3276,1,0.95,3,MSV000083540,NoID
0,mzspec:MSV000089491:amidation_C4_0_BA3_01_63074:scan:140,1,0.95,4,MSV000089491,NoID
-0.99,mzspec:MSV000083526:Pooled_Urine_StrokeDrugs_24_POS:scan:5627,1,0.95,3,MSV000083526,NoID
-0.99,mzspec:MSV000083528:Urine_66_Top10_posneg:scan:3221,1,0.95,3,MSV000083528,NoID
-0.99,mzspec:MSV000083526:Urine_StrokeDrugs_51_T10_POS:scan:5838,1,0.95,3,MSV000083526,NoID
-0.99,mzspec:MSV000083528:Urine_14_Top10_posneg:scan:3251,1,0.95,3,MSV000083528,NoID
-0.99,mzspec:MSV000083538:Urine_StrokeDrugs_51_T10_POS:scan:5838,1,0.95,3,MSV000083538,NoID
-1,mzspec:MSV000083528:Urine_22_Top10_posneg:scan:3150,1,0.95,3,MSV000083528,NoID
-0.99,mzspec:MSV000083540:Urine_14_Top10_posneg:scan:3251,1,0.95,3,MSV000083540,NoID
-0.99,mzspec:MSV000083528:Urine_74_Top10_posneg:scan:3276,1,0.95,3,MSV000083528,NoID
-0.99,mzspec:MSV000083538:Urine_StrokeDrugs_08_T10_POS:scan:5845,1,0.95,3,MSV000083538,NoID
-0.99,mzspec:MSV000083538:Pooled_Urine_StrokeDrugs_24_POS:scan:5627,1,0.95,3,MSV000083538,NoID
-0.99,mzspec:MSV000081022:Urine_88_Top10_posneg_pos:scan:3310,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000082971:Urine_66_Top10_posneg:scan:3221,1,0.95,3,MSV000082971,NoID
-1,mzspec:MSV000082971:Urine_22_Top10_posneg:scan:3150,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000081022:Urine_23_Top10_posneg_pos:scan:3249,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000082971:Urine_20_Top10_posneg:scan:3270,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000083540:Pooled_Urine_5_posneg_b:scan:3226,1,0.95,3,MSV000083540,NoID
-1,mzspec:MSV000082612:GIMap_P3_SI_Aq-Org_Mixed_G10:scan:159,1,0.95,4,MSV000082612,NoID
-0.99,mzspec:MSV000082971:Urine19_Top10_POS:scan:4436,1,0.95,3,MSV000082971,NoID
-0.99,mzspec:MSV000081118:Urine_StrokeDrugs_18_T10_POS:scan:5827,1,0.95,2,MSV000081118,NoID
-0.99,mzspec:MSV000083538:Urine_StrokeDrugs_18_T10_POS:scan:5827,1,0.95,2,MSV000083538,NoID
-0.96,mzspec:MSV000082612:GIMap_P3_SI_Aq-Org_Mixed_C11:scan:147,1,0.95,4,MSV000082612,NoID
-0.99,mzspec:MSV000083526:Urine_StrokeDrugs_18_T10_POS:scan:5827,1,0.95,2,MSV000083526,NoID
-0.99,mzspec:MSV000081022:Urine_19_Top10_POS:scan:4436,1,0.95,3,MSV000081022,NoID
-0.99,mzspec:MSV000081022:Urine_19_Top10_POS:scan:4436,1,0.95,3,MSV000081022,NoID
-1.06,mzspec:MSV000081160:G2_LV3_CV0509:scan:113,1,0.95,2,MSV000081160,NoID
0.04,mzspec:MSV000080930:Mouse 24 Dorsal skin EtOH RESV POS:scan:304,1,0.95,2,MSV000080930,NoID
-0.99,mzspec:MSV000083528:Pooled_Urine_5_posneg_b:scan:3226,1,0.95,3,MSV000083528,NoID
-0.99,mzspec:MSV000082971:Pooled_Urine_5_posneg_b:scan:3226,1,0.95,3,MSV000082971,NoID
-1,mzspec:MSV000081160:G4_LV3_CV0467:scan:1487,1,0.95,2,MSV000081160,NoID
0,mzspec:MSV000084900:G86807_1x_BF8_01_23204:scan:84,1,0.94,3,MSV000084900,NoID
0,mzspec:MSV000083010:G73649_5x_BA8_01_18263:scan:77,1,0.94,3,MSV000083010,NoID
0.04,mzspec:MSV000080930:Mouse 6 Dorsal skin HO RESV POS:scan:302,1,0.94,2,MSV000080930,NoID
0,mzspec:MSV000084900:G73649_5x_BA8_01_18263:scan:77,1,0.94,3,MSV000084900,NoID
-1,mzspec:MSV000081022:Urine_84_Top10_posneg_pos:scan:3190,1,0.94,3,MSV000081022,NoID
-0.99,mzspec:MSV000088255:Urine_NGS106_FragPos:scan:5137,1,0.94,4,MSV000088255,NoID
-1,mzspec:MSV000083540:Urine_84_Top10_posneg:scan:3190,1,0.94,3,MSV000083540,NoID
-0.99,mzspec:MSV000083014:G96367_5x_RF4_01_32444:scan:45,1,0.94,4,MSV000083014,NoID
-0.99,mzspec:MSV000081022:Urine_64_Top10_POS:scan:4138,1,0.94,3,MSV000081022,NoID
0,mzspec:MSV000083010:G86807_1x_BF8_01_23204:scan:84,1,0.94,3,MSV000083010,NoID
0.04,mzspec:MSV000080930:Mouse 17 Dorsal skin CMC RESV POS:scan:300,1,0.94,2,MSV000080930,NoID
-0.99,mzspec:MSV000084900:G87348_RD5_01_26115:scan:49,1,0.94,3,MSV000084900,NoID
-0.99,mzspec:MSV000081022:Urine_64_Top10_POS:scan:4138,1,0.94,3,MSV000081022,NoID
-0.99,mzspec:MSV000082069:G87348_RD5_01_26115:scan:49,1,0.94,3,MSV000082069,NoID
-1,mzspec:MSV000082971:Urine_84_Top10_posneg:scan:3190,1,0.94,3,MSV000082971,NoID
-0.99,mzspec:MSV000082971:Urine_64_Top10_POS:scan:4138,1,0.94,3,MSV000082971,NoID
0,mzspec:MSV000081657:G73649_5x_BA8_01_18263:scan:77,1,0.94,3,MSV000081657,NoID
-0.99,mzspec:MSV000084900:G96367_5x_RF4_01_32444:scan:45,1,0.94,4,MSV000084900,NoID
0.04,mzspec:MSV000080930:Mouse 13 Dorsal skin CMC control POS:scan:300,1,0.94,2,MSV000080930,NoID
-0.99,mzspec:MSV000084900:G96362_5x_RD5_01_32644:scan:43,1,0.94,4,MSV000084900,NoID
-1,mzspec:MSV000083528:Urine_84_Top10_posneg:scan:3190,1,0.94,3,MSV000083528,NoID
0,mzspec:MSV000082074:G73649_5x_BA8_01_18263:scan:77,1,0.94,3,MSV000082074,NoID
-0.05,mzspec:MSV000086131:Sample-2F1:scan:421,1,0.94,4,MSV000086131,NoID
-1,mzspec:MSV000084314:MSV000081463:scan:3058,1,0.94,3,MSV000084314,NoID
-1,mzspec:MSV000084314:MSV000081463:scan:3058,1,0.94,3,MSV000084314,NoID
-1,mzspec:MSV000084314:MSV000081463:scan:3058,1,0.94,3,MSV000084314,NoID
-1,mzspec:MSV000084314:MSV000081463:scan:3058,1,0.94,3,MSV000084314,NoID
-0.99,mzspec:MSV000082423:G96367_5x_RF4_01_32444:scan:45,1,0.94,4,MSV000082423,NoID
0.04,mzspec:MSV000080930:Mouse 21 Dorsal skin EtOH control POS:scan:306,1,0.94,2,MSV000080930,NoID
0,mzspec:MSV000081657:G73649_5x_BA8_01_18263:scan:77,1,0.94,3,MSV000081657,NoID
-0.99,mzspec:MSV000082423:G96362_5x_RD5_01_32644:scan:43,1,0.94,4,MSV000082423,NoID
-0.96,mzspec:MSV000082618:GIMap_P3_Aq-Org_Mixed_F2:scan:149,1,0.94,4,MSV000082618,NoID
-0.99,mzspec:MSV000083014:G96362_5x_RD5_01_32644:scan:43,1,0.94,4,MSV000083014,NoID
-1,mzspec:MSV000081022:Urine_84_Top10_posneg_pos:scan:3190,1,0.94,3,MSV000081022,NoID
0,mzspec:MSV000082074:G86807_1x_BF8_01_23204:scan:84,1,0.94,3,MSV000082074,NoID
-1.07,mzspec:MSV000084314:MSV000085944:scan:23091,1,0.93,3,MSV000084314,NoID
-0.99,mzspec:MSV000085120:BAX1441_2x_BE1_01_25385:scan:327,1,0.93,3,MSV000085120,NoID
-1.07,mzspec:MSV000084314:MSV000085944:scan:23091,1,0.93,3,MSV000084314,NoID
-1,mzspec:MSV000081463:H_fungal_mycelia_1_month:scan:150,1,0.93,3,MSV000081463,NoID
-1,mzspec:MSV000083010:G75075_2x_rerun_RF2_01_19191:scan:51,1,0.93,4,MSV000083010,NoID
-1,mzspec:MSV000082074:G75075_2x_rerun_RF2_01_19191:scan:51,1,0.93,4,MSV000082074,NoID
-1.07,mzspec:MSV000084314:MSV000085944:scan:23091,1,0.93,3,MSV000084314,NoID
-0.99,mzspec:MSV000084900:G78947_BE11_01_18719:scan:50,1,0.93,4,MSV000084900,NoID
0,mzspec:MSV000081120:HC_7_B_FrPOS:scan:4501,1,0.93,3,MSV000081120,NoID
0.01,mzspec:MSV000081120:HC_7_B_FrPOS:scan:4504,1,0.93,3,MSV000081120,NoID
-0.99,mzspec:MSV000085354:CD_11_A_FrPOS:scan:9039,1,0.93,3,MSV000085354,NoID
-0.99,mzspec:MSV000084900:G86742_1x_RB1_01_23267:scan:50,1,0.93,4,MSV000084900,NoID
0,mzspec:MSV000085354:HC_7_B_FrPOS:scan:4501,1,0.93,3,MSV000085354,NoID
0.01,mzspec:MSV000085354:HC_7_B_FrPOS:scan:4504,1,0.93,3,MSV000085354,NoID
-0.99,mzspec:MSV000084314:MSV000084900:scan:3702,1,0.93,4,MSV000084314,NoID
-1.03,mzspec:MSV000082268:Plate9_GB4_01_24727:scan:102,1,0.93,4,MSV000082268,NoID
-0.99,mzspec:MSV000084900:G79677_5x_RE11_01_19530:scan:46,1,0.93,4,MSV000084900,NoID
-1,mzspec:MSV000081463:H_fungal_mycelia_1_month:scan:150,1,0.93,3,MSV000081463,NoID
-0.99,mzspec:MSV000084900:G87373_RE8_01_26167:scan:44,1,0.93,4,MSV000084900,NoID
-0.99,mzspec:MSV000082612:GIMap_P3_SI_Aq-Org_Mixed_G4:scan:155,1,0.93,3,MSV000082612,NoID
-0.99,mzspec:MSV000082612:GIMap_P3_SI_Aq-Org_Mixed_E5:scan:176,1,0.93,3,MSV000082612,NoID
-0.99,mzspec:MSV000084314:MSV000084900:scan:3702,1,0.93,4,MSV000084314,NoID
-0.99,mzspec:MSV000084314:MSV000084900:scan:3702,1,0.93,4,MSV000084314,NoID
-1,mzspec:MSV000081681:G75075_2x_rerun_RF2_01_19191:scan:51,1,0.93,4,MSV000081681,NoID
-0.99,mzspec:MSV000081347:G72733_10x_RF11_01_12981:scan:50,1,0.93,4,MSV000081347,NoID
-0.99,mzspec:MSV000082074:G78947_BE11_01_18719:scan:50,1,0.93,4,MSV000082074,NoID
-0.99,mzspec:MSV000081936:G78947_BE11_01_18719:scan:50,1,0.93,4,MSV000081936,NoID
-0.99,mzspec:MSV000082612:GIMap_P3_SI_Aq-Org_Mixed_G4:scan:155,1,0.93,3,MSV000082612,NoID
-0.99,mzspec:MSV000084101:G78947_BE11_01_18719:scan:50,1,0.93,4,MSV000084101,NoID
1.02,mzspec:MSV000085042:QC1_pos-QC1:scan:4922,1,0.93,4,MSV000085042,NoID
-1,mzspec:MSV000086131:Food-310518-26:scan:55,1,0.93,3,MSV000086131,NoID
0.04,mzspec:MSV000080930:Mouse 4 Dorsal skin HO RESV POS:scan:300,1,0.93,2,MSV000080930,NoID
-0.99,mzspec:MSV000082069:G87339_RF7_01_26181:scan:43,1,0.93,4,MSV000082069,NoID
-0.99,mzspec:MSV000082423:G96262_5x_RF10_01_32452:scan:42,1,0.93,4,MSV000082423,NoID
-1,mzspec:MSV000084900:G75075_2x_rerun_RF2_01_19191:scan:51,1,0.93,4,MSV000084900,NoID
-0.99,mzspec:MSV000081673:G78947_BE11_01_18719:scan:50,1,0.93,4,MSV000081673,NoID
-0.99,mzspec:MSV000081120:CD_11_A_FrPOS:scan:9039,1,0.93,3,MSV000081120,NoID
-0.99,mzspec:MSV000083010:G86742_1x_RB1_01_23267:scan:50,1,0.93,4,MSV000083010,NoID
-0.99,mzspec:MSV000083010:G78947_BE11_01_18719:scan:50,1,0.93,4,MSV000083010,NoID
-0.99,mzspec:MSV000083010:G79677_5x_RE11_01_19530:scan:46,1,0.93,4,MSV000083010,NoID
-0.99,mzspec:MSV000084900:G87339_RF7_01_26181:scan:43,1,0.93,4,MSV000084900,NoID
-0.99,mzspec:MSV000082069:G87373_RE8_01_26167:scan:44,1,0.93,4,MSV000082069,NoID
-0.99,mzspec:MSV000085226:G78947_BE11_01_18719:scan:50,1,0.93,4,MSV000085226,NoID
-0.99,mzspec:MSV000084900:G96262_5x_RF10_01_32452:scan:42,1,0.93,4,MSV000084900,NoID
-0.99,mzspec:MSV000082069:Solvent_Blank_1_RA1_01_26066:scan:51,1,0.93,4,MSV000082069,NoID
0.04,mzspec:MSV000080928:Mouse 05 leg skin RESV oral POS:scan:216,1,0.93,2,MSV000080928,NoID
-0.99,mzspec:MSV000082612:GIMap_P3_SI_Aq-Org_Mixed_F10:scan:172,1,0.93,3,MSV000082612,NoID
-0.99,mzspec:MSV000082612:GIMap_P2_SI_Aq-Org_Mixed_D6:scan:172,1,0.93,3,MSV000082612,NoID
-0.99,mzspec:MSV000082074:G86742_1x_RB1_01_23267:scan:50,1,0.93,4,MSV000082074,NoID
-0.99,mzspec:MSV000082074:G79677_5x_RE11_01_19530:scan:46,1,0.93,4,MSV000082074,NoID
-0.99,mzspec:MSV000081665:G79677_5x_RE11_01_19530:scan:46,1,0.93,4,MSV000081665,NoID
-0.96,mzspec:MSV000082612:GIMap_P3_SI_Aq-Org_Mixed_F10:scan:146,1,0.93,3,MSV000082612,NoID
0.04,mzspec:MSV000080928:Mouse 07 leg skin control skin POS:scan:210,1,0.93,2,MSV000080928,NoID
-0.99,mzspec:MSV000084734:G78947_BE11_01_18719:scan:50,1,0.93,4,MSV000084734,NoID
-0.99,mzspec:MSV000082612:GIMap_P2_SI_Aq-Org_Mixed_D12:scan:173,1,0.93,3,MSV000082612,NoID
-0.96,mzspec:MSV000082612:GIMap_P1_SI_Aq-Org_Mixed_B12:scan:152,1,0.93,3,MSV000082612,NoID
-0.99,mzspec:MSV000083014:G96262_5x_RF10_01_32452:scan:42,1,0.93,4,MSV000083014,NoID
-0.96,mzspec:MSV000082612:GIMap_P2_SI_Aq-Org_Mixed_D6:scan:180,1,0.93,3,MSV000082612,NoID
-0.96,mzspec:MSV000082612:GIMap_P2_SI_Aq-Org_Mixed_D12:scan:142,1,0.93,3,MSV000082612,NoID
-0.99,mzspec:MSV000088255:Urine_NGS130_FragPos:scan:5264,1,0.93,4,MSV000088255,NoID
